time,X_value,Y_value,Z_value
18.6526,-6.44371,-6.48624,3.54648
18.7114,-5.97002,-6.91354,3.56819
18.772,-6.50261,-7.29923,0.77932
18.831,-6.5705,-7.22967,-0.85461
18.893,-6.42359,-7.23977,-1.57903
18.9519,-6.58437,-7.0607,-1.72126
19.013,-6.85442,-6.6455,-2.24149
19.0729,-7.05431,-6.43285,-2.24166
19.1309,-7.32728,-6.47743,-0.7238
19.1924,-6.70149,-7.04726,1.26339
19.2508,-6.08876,-7.37102,2.18293
19.3125,-5.39879,-7.41079,3.47899
19.3739,-4.81948,-7.40521,4.25505
19.4316,-5.06225,-6.80556,4.92221
19.4926,-5.82318,-6.66888,4.21744
19.551,-6.40954,-6.63365,3.32908
19.6125,-5.96078,-7.04315,3.32162
19.6741,-5.40388,-7.85799,2.28477
19.7323,-5.95292,-7.61885,1.63896
19.7923,-6.66544,-7.16519,0.63415
19.8506,-6.84109,-6.95642,-0.98881
19.9121,-7.19378,-6.53902,-1.28863
19.9736,-7.47347,-6.2499,-1.12063
20.0322,-7.24903,-6.59481,-0.36025
20.0926,-6.25789,-7.47042,1.09628
20.151,-5.28892,-7.88327,2.46002
20.2122,-4.71756,-7.71387,3.79617
20.2736,-4.94344,-7.29188,4.30827
20.331,-5.4708,-7.0813,4.01194
20.3925,-5.71234,-7.24404,3.32617
20.4517,-4.88996,-7.52755,3.94897
20.5131,-5.16832,-7.88402,2.70201
20.5731,-4.77353,-8.30547,2.09826
20.6312,-5.67473,-7.99386,0.25641
20.6928,-6.19729,-7.53025,-1.0291
20.7526,-6.52285,-7.15647,-1.55161
20.8122,-6.83294,-6.86115,-1.55093
20.8736,-6.49831,-7.34338,-0.13026
20.9315,-5.62008,-7.89304,1.51154
20.9919,-5.04593,-7.77295,3.20779
21.0506,-4.33523,-7.57578,4.47028
21.1125,-4.75465,-7.01662,4.93262
21.1711,-5.44407,-6.98896,4.20555
21.2323,-5.98558,-7.05413,3.25304
21.2916,-5.79589,-7.03758,3.61253
21.353,-5.62123,-7.44998,3.01158
21.4125,-5.64603,-7.92883,1.19415
21.4744,-6.50278,-7.31877,0.56526
21.5321,-6.62422,-7.17215,-0.92197
21.5907,-6.96216,-6.79192,-1.25241
21.6513,-7.15334,-6.6734,-0.68223
21.7117,-6.59946,-7.238,0.47822
21.7726,-5.5737,-7.87717,1.74764
21.8322,-5.07967,-7.73823,3.23837
21.8922,-4.5139,-7.61761,4.21509
21.953,-4.89459,-7.24672,4.43827
22.0127,-5.66942,-6.95263,3.96092
22.0741,-5.73942,-7.00595,3.7611
22.1313,-5.3085,-7.51495,3.39347
22.1923,-5.00984,-7.78103,3.24458
22.2517,-5.445,-7.97505,1.70897
22.3127,-6.27808,-7.51482,0.53227
22.374,-6.15093,-7.60151,-0.74376
