time,X_value,Y_value,Z_value
8.9822,1.86514,-13.43667,-35.11683
9.0433,-7.16367,-7.85083,-37.29801
9.0433,-1.96809,-12.95303,-21.81903
9.0433,5.47092,-9.88357,-12.0025
9.1022,18.62028,-2.27217,-15.22998
9.1025,26.55251,-0.73744,-20.07121
9.1025,24.79511,4.81967,-11.77983
9.1638,11.17169,11.04958,-4.66884
9.1651,5.09023,9.97934,3.50761
9.1651,1.18038,3.43339,9.17486
9.2234,3.22269,-0.9218,14.79662
9.2234,2.40385,2.47089,13.56836
9.2234,2.10696,6.18681,2.03274
9.2822,5.73908,9.98891,-10.3289
9.2822,7.30014,12.95542,-13.46061
9.2822,7.00086,13.43906,-5.23388
9.3425,3.79014,12.22038,2.30329
9.3425,4.02238,9.76625,2.10457
9.3425,5.07586,6.34004,-5.71513
9.4037,5.47331,6.30891,-8.41109
9.4037,5.22191,7.15888,-6.43342
9.4037,8.14532,5.69359,-2.96651
9.4624,7.07029,5.88034,1.40065
9.4633,5.87316,7.34324,1.30249
9.4634,4.42462,7.45817,-0.92419
9.5217,3.0934,9.41668,-4.79573
9.5217,2.2578,9.51006,-9.96976
9.5218,0.59139,10.04877,-7.59225
9.5826,0.49801,8.25785,-6.90269
9.5826,3.02157,7.22592,-3.99365
9.5826,4.79573,7.54197,-0.56744
9.6432,5.65767,8.1118,-1.23545
9.6432,4.49884,8.79896,-4.35997
9.6432,3.2203,8.87558,-6.07667
9.702,4.0559,8.8229,-5.90907
9.702,4.4749,8.00406,-5.87316
9.702,4.20435,8.03998,-6.14131
9.7642,4.87714,7.22832,-7.48929
9.7652,6.24666,6.29215,-6.55552
9.7652,7.55154,6.26342,-4.54433
9.8229,8.08547,7.75266,-4.71433
9.8229,7.67604,7.41986,-6.74228
9.8229,7.72393,7.35521,-7.55394
9.8837,4.2235,8.37996,-5.11896
9.8837,0.99123,14.34171,-1.89627
9.8837,-2.94256,13.87482,-8.91149
9.8842,-0.1245,-1.5036,11.82053
9.9191,0.79729,2.69356,11.73195
9.9497,-2.16442,3.78535,4.73827
9.9836,-4.5587,2.94975,12.29221
10.019,0.02394,2.93538,11.06394
10.0516,-2.65046,2.84919,10.13975
10.0864,-3.55789,3.20833,8.00646
10.1196,-1.95852,2.74384,9.26584
10.1537,-1.51558,3.15805,8.76065
10.188,-1.2115,3.85957,7.47253
10.2218,-1.69994,3.91464,8.37278
10.259,-1.13489,3.11735,11.39435
10.2901,-1.02236,3.48606,10.22116
10.3236,-1.29291,4.34321,9.17486
10.3597,-2.43498,4.28575,8.94022
10.3942,-0.65124,4.35758,9.31373
10.4281,0.2107,4.9753,8.43264
10.4631,-1.7981,5.48289,6.80692
10.4983,-1.4198,5.7726,6.41905
10.5319,-0.94334,5.5188,7.43662
10.5643,-2.22668,5.29853,7.06551
10.6008,-2.60976,5.5188,5.40148
10.6335,-0.95292,5.46374,4.98727
10.6676,-0.28492,5.5212,5.26022
10.702,-1.04869,5.80372,4.25702
10.7391,-2.2602,5.28416,2.82524
10.7697,-2.48526,6.68003,2.41822
10.8038,-2.4254,6.45018,1.98725
10.8402,3.9721,10.59467,1.40544
10.8747,1.02954,9.04078,0.42139
10.9079,2.26259,9.73033,0.75659
10.9415,3.27537,7.16846,0.42858
10.9802,4.08942,2.45892,4.40307
11.0095,4.11336,-2.37273,6.13413
11.0447,2.3416,-5.62894,5.30571
11.0812,-3.16284,-6.13174,6.65608
11.1141,-5.79654,-6.31131,8.34405
11.149,-4.39828,-4.20195,8.74868
11.1821,-12.94824,-5.16684,11.35605
11.2185,-3.94098,-9.9961,7.89632
11.2516,-1.68796,-8.03998,15.88362
11.2844,11.85405,-29.41127,52.03477
11.3184,-0.7925,5.29135,-25.98267
11.3516,2.16442,-4.01041,-35.22697
11.3855,19.86769,7.04396,56.06434
11.4201,-3.34241,-1.26897,10.31932
11.4535,-11.9618,-0.01915,-6.46933
11.4874,2.51399,6.89072,5.23628
11.5216,7.27381,0.99123,8.84206
11.5584,9.23232,-5.76541,1.44375
11.591,12.28263,-6.20357,3.98407
11.6235,6.43102,-4.73827,12.1294
11.6604,-6.28497,0.39027,12.77346
11.6936,-3.07185,-1.15404,11.76307
11.7279,3.75662,-4.28575,9.31852
11.7618,3.0958,-1.83401,9.22754
11.803,4.69757,-3.35438,10.09666
11.8301,4.13012,-0.95532,7.99927
11.8694,3.53395,-1.47008,8.3632
11.9003,2.65286,-1.58022,11.53562
11.9346,7.16128,-2.14048,7.4869
11.9684,4.82686,-1.33122,9.0312
12.002,3.51719,-0.73025,7.59225
12.0382,5.3105,-0.82602,7.97294
12.0695,1.19953,-0.00718,9.33528
12.1057,0.76856,7.63774,5.48049
